bnumber	symbol	synonyms	type
b2037	rfbX	ECK2031|wzx|wzxB	protein-coding
b2062	wza	ECK2056	protein-coding
b2051	gmm	ECK2045|nudD|wcaH|yefC	protein-coding
b2042	galF	ECK2036|wcaN|yefG	protein-coding
b2043	wcaM	ECK2037|yefK	protein-coding
b2053	gmd	ECK2047|yefA|yefN	protein-coding
b2052	fcl	ECK2046|wcaG|yefB	protein-coding
b2061	wzb	ECK2055	protein-coding
b2044	wcaL	ECK2038|yefL	protein-coding
b2063	yegH	ECK2057	protein-coding
b2060	wzc	ECK2054	protein-coding
b2427	murR	ECK2422|yfeT	protein-coding
b2045	wcaK	ECK2039	protein-coding
b2059	wcaA	ECK2053	protein-coding
b2028	ugd	ECK2023|UDG8|pmrE|udg|yefA	protein-coding
b1780	yeaD	ECK1778|yzzQ	protein-coding
b2058	wcaB	ECK2052	protein-coding
b2048	cpsG	ECK2042|manB|rfbK	protein-coding
b3227	dcuD	ECK3216|yhcL	protein-coding
b0478	ybaL	ECK0472|ylaA	protein-coding
b2030	insH7	ECK0261|trs5-7|yi52_7	protein-coding
b2054	wcaF	ECK2048	protein-coding
b2057	wcaC	ECK2051	protein-coding
b2049	cpsB	ECK2043|manC|mni|rfbM	protein-coding
b2046	wzxC	ECK2040|wzx	protein-coding
b2064	asmA	ECK2058|yegA	protein-coding
b2047	wcaJ	ECK2041	protein-coding
b0477	gsk	ECK0471	protein-coding
b0219	yafV	ECK0220	protein-coding
b1009	rutD	ECK1000|ycdJ	protein-coding
b1378	ydbK	ECK1374|pfo	protein-coding
b2050	wcaI	ECK2044|yefD	protein-coding
b1006	rutG	ECK0997|ycdG	protein-coding
b1790	nimR	ECK1788|yeaM	protein-coding
b1008	rutE	ECK0999|ycdI	protein-coding
b0873	hcp	ECK0864|priS|ybjW	protein-coding
b2065	dcd	ECK2059|dus|paxA	protein-coding
b1007	rutF	ECK0998|ycdH	protein-coding
b2233	yfaL	ECK2225|yfaF|yfaJ|yfaK	protein-coding
b2693	argY	ECK2688|argVbeta	tRNA
b2066	udk	ECK2060	protein-coding
b2091	gatD	ECK2084	protein-coding
b2067	dgcE	ECK2061|yegE	protein-coding
b2077	mdtD	ECK2073|iceT|yegB	protein-coding
b2073	yegL	ECK2067	protein-coding
b2092	gatC	ECK2085	pseudo
b2074	mdtA	ECK2070|yegM	protein-coding
b2079	baeR	ECK2075	protein-coding
b2075	mdtB	ECK2071|yegN	protein-coding
b2232	ubiG	ECK2224|pufX|yfaB	protein-coding
b2076	mdtC	ECK2072|yegO	protein-coding
b2081	trhP	ECK2077|yegQ	protein-coding
b2093	gatB	ECK2086	protein-coding
b2078	baeS	ECK2074	protein-coding
b2234	nrdA	ECK2226|dnaF	protein-coding
b2085	yegR	ECK2081	protein-coding
b2231	gyrA	ECK2223|hisW|nalA|nfxA|norA|parD	protein-coding
b2112	yehE	ECK2105	protein-coding
b2088	insE5	ECK0298	protein-coding
b2109	yehB	ECK2102	protein-coding
b2230	yfaA	ECK2222|pufY	protein-coding
b2111	yehD	ECK2104	protein-coding
b2332	yfcO	ECK2326	protein-coding
b2110	yehC	ECK2103	protein-coding
b2229	yfaT	ECK2221	protein-coding
b2194	ccmH	ECK2186|yejP	protein-coding
b0125	hpt	ECK0124	protein-coding
b0739	tolA	ECK0728|cim|excC|lky|tol-2	protein-coding
b2086	yegS	ECK2082	protein-coding
b2113	mrp	ECK2106	protein-coding
b1603	pntA	ECK1598	protein-coding
b2089	insF5	ECK0299|tra5-4	protein-coding
b2099	yegU	ECK2092	protein-coding
b0289	ecpE	ECK0288|matF|yagV	protein-coding
b2097	fbaB	ECK2090|dhnA	protein-coding
b2094	gatA	ECK2087	protein-coding
b1253	yciA	ECK1247	protein-coding
b2096	gatY	ECK2089|yegF	protein-coding
b2100	yegV	ECK2093	protein-coding
b2098	yegT	ECK2091	protein-coding
b2101	yegW	ECK2094	protein-coding
b2160	yeiI	ECK2153	protein-coding
b2095	gatZ	ECK2088	protein-coding
b2108	yehA	ECK2101	protein-coding
b2114	metG	ECK2107	protein-coding
b0218	yafU	ECK0218	pseudo
b2162	rihB	ECK2155|yeiK	protein-coding
b1096	pabC	ECK1082	protein-coding
b0931	pncB	ECK0922	protein-coding
b2118	yehI	ECK2109	protein-coding
b2115	yehF	ECK2108|dinO|molR_1|sosF	protein-coding
b2120	yehM	ECK2112|yehN|yehO	protein-coding
b2121	yehP	ECK2113	protein-coding
b2133	dld	ECK2126|ldh	protein-coding
b2122	yehQ	ECK2114	protein-coding
b2161	nupX	ECK2154|yeiJ	protein-coding
b2119	yehL	ECK2111	protein-coding
b2157	yeiE	ECK2150	protein-coding
b2129	yehX	ECK2122	protein-coding
b2130	yehY	ECK2123	protein-coding
b2136	yohD	ECK2129	protein-coding
b2134	pbpG	ECK2127|yohB	protein-coding
b2143	cdd	ECK2136	protein-coding
b2166	psuK	ECK2159|pscK|yeiC	protein-coding
b1095	fabF	ECK1081|cvc|fabJ|vtr|vtrB	protein-coding
b2135	yohC	ECK2128	protein-coding
b2156	lysP	ECK2149|cadR	protein-coding
b2158	yeiH	ECK2151	protein-coding
b2159	nfo	ECK2152	protein-coding
b2163	yeiL	ECK2156	protein-coding
b2164	psuT	ECK2157|pscT|yeiM	protein-coding
b2167	fruA	ECK2160|ptsF	protein-coding
b2170	setB	ECK2163|yeiO	protein-coding
b2171	yeiP	ECK2165	protein-coding
b2177	yejA	ECK2171	protein-coding
b2168	fruK	ECK2161|fpk	protein-coding
b2169	fruB	ECK2162|fpr|fruF	protein-coding
b0111	ampE	ECK0110	protein-coding
b2178	yejB	ECK2172	protein-coding
b0243	proA	ECK0244|pro(1)|pro1	protein-coding
b2131	osmF	ECK2124|yehZ	protein-coding
b2132	bglX	ECK2125|glh|yohA	protein-coding
b2179	yejE	ECK2173	protein-coding
b1071	flgM	ECK1056	protein-coding
b2188	lapC	ECK2182|pbgA|yejM|yejN	protein-coding
b2175	mepS	ECK2169|spr|yeiV	protein-coding
b1074	flgC	ECK1059|flaW	protein-coding
b2172	yeiQ	ECK2166	protein-coding
b2180	yejF	ECK2174	protein-coding
b2186	yejK	ECK2180|ndpA	protein-coding
b0967	rlmI	ECK0958|yccW	protein-coding
b2200	ccmB	ECK2192|yejV	protein-coding
b2174	lpxT	ECK2168|yeiU	protein-coding
b2187	yejL	ECK2181	protein-coding
b2176	pdeN	ECK2170|rtn	protein-coding
b2197	ccmE	ECK2189|yejS	protein-coding
b2203	napB	ECK2195|yejY	protein-coding
b2165	psuG	ECK2158|pscG|yeiN	protein-coding
b2209	eco	ECK2201|eti	protein-coding
b2173	yeiR	ECK2167	protein-coding
b2210	mqo	ECK2202|yojH	protein-coding
b2199	ccmC	ECK2191|yejT|yejU	protein-coding
b2240	glpT	ECK2232	protein-coding
b2211	yojI	ECK2203|yojJ	protein-coding
b2202	napC	ECK2194|yejX	protein-coding
b2915	yqfE	ECK2911	pseudo
b2212	alkB	ECK2204|aidD	protein-coding
b2198	ccmD	ECK2190|yojM	protein-coding
b2213	ada	ECK2205	protein-coding
b2214	ftp	ECK2206|apbE|yojK|yojL	protein-coding
b2265	menF	ECK2259|yfbA	protein-coding
b2241	glpA	ECK2233	protein-coding
b2201	ccmA	ECK2193|yejW	protein-coding
b0155	clcA	ECK0154|eriC|yadQ	protein-coding
b2215	ompC	ECK2207|meoA|par	protein-coding
b2216	rcsD	ECK2209|yojN|yojP|yojQ	protein-coding
b2238	yfaH	ECK2230	pseudo
b2222	atoA	ECK2215	protein-coding
b2264	menD	ECK2258	protein-coding
b2223	atoE	ECK2216	protein-coding
b1138	ymfE	ECK1124	protein-coding
b2380	pyrS	ECK2376|ypdA	protein-coding
b1276	acnA	ECK1271|acn	protein-coding
b2239	glpQ	ECK2231	protein-coding
b0245	ykfI	ECK0246	protein-coding
b2224	atoB	ECK2217	protein-coding
b2225	yfaP	ECK2218	protein-coding
b2236	yfaE	ECK2228	protein-coding
b2226	yfaQ	ECK2219	protein-coding
b2237	inaA	ECK2229|yfaG	protein-coding
b2235	nrdB	ECK2227|ftsB	protein-coding
b2242	glpB	ECK2234|psi-51	protein-coding
b2261	menC	ECK2255	protein-coding
b2243	glpC	ECK2235	protein-coding
b2263	menH	ECK2257|yfbB	protein-coding
b2244	rpnE	ECK2236|yfaD	protein-coding
b2287	nuoB	ECK2281	protein-coding
b2250	yfaZ	ECK2243	protein-coding
b2251	nudI	ECK2244|yfaO	protein-coding
b2260	menE	ECK2254	protein-coding
b2269	elaD	ECK2263	protein-coding
b2270	yfbK	ECK2264	protein-coding
b0695	kdpD	ECK0683|kac	protein-coding
b2272	yfbM	ECK2266	protein-coding
b2285	nuoE	ECK2279	protein-coding
b2262	menB	ECK2256	protein-coding
b2273	yfbN	ECK2267	protein-coding
b2301	yfcF	ECK2295	protein-coding
b2267	elaA	ECK2261|yfbC	protein-coding
b2266	elaB	ECK2260|yfbD	protein-coding
b2274	yfbO	ECK2268	protein-coding
b2284	nuoF	ECK2278	protein-coding
b2275	yfbP	ECK2269	protein-coding
b2300	yfcE	ECK2294	protein-coding
b2280	nuoJ	ECK2274	protein-coding
b2281	nuoI	ECK2275	protein-coding
b2624	alpA	ECK2620	protein-coding
b2286	nuoC	ECK2280|nuoD	protein-coding
b2268	rbn	ECK2262|ecoZ|elaC|rnz|zipD	protein-coding
b2282	nuoH	ECK2276	protein-coding
b2283	nuoG	ECK2277	protein-coding
b2302	yfcG	ECK2296	protein-coding
b2288	nuoA	ECK2282	protein-coding
b3635	mutM	ECK3625|fpg	protein-coding
b2292	yfbS	ECK2286	protein-coding
b2294	yfbU	ECK2288	protein-coding
b1764	selD	ECK1762|fdhB	protein-coding
b2289	lrhA	ECK2283|genR	protein-coding
b0341	cynX	ECK0338	protein-coding
b2291	yfbR	ECK2285	protein-coding
b2290	alaA	ECK2284|yfbQ	protein-coding
b0939	elfD	ECK0930|ycbR	protein-coding
b2295	yfbV	ECK2289	protein-coding
b2296	ackA	ECK2290	protein-coding
b2321	flk	ECK2315|div	protein-coding
b2293	hxpA	ECK2287|yfbT	protein-coding
b2297	pta	ECK2291	protein-coding
b2334	yfcQ	ECK2328	protein-coding
b2298	yfcC	ECK2292	protein-coding
b2303	folX	ECK2297	protein-coding
b0192	nlpE	ECK0192|cutF	protein-coding
b2299	yfcD	ECK2293	protein-coding
b2304	yfcH	ECK2298	protein-coding
b2320	pdxB	ECK2314|usg-2	protein-coding
b0553	nmpC	ECK0544|phmA	pseudo
b2305	rpnB	ECK2299|yfcI	protein-coding
b2333	yfcP	ECK2327	protein-coding
b2306	hisP	ECK2300	protein-coding
b2307	hisM	ECK2301	protein-coding
b2322	yfcJ	ECK2316	protein-coding
b1109	ndh	ECK1095	protein-coding
b2318	truA	ECK2312|asuC|hisT|leuK	protein-coding
b2312	purF	ECK2306|ade|purC	protein-coding
b4323	uxuB	ECK4314	protein-coding
b2316	accD	ECK2310|dedB|usg	protein-coding
b2319	usg	ECK2313|usg-1	protein-coding
b2317	dedA	ECK2311	protein-coding
b2323	fabB	ECK2317|fabC	protein-coding
b2324	mnmC	ECK2318|trmC|yfcK	protein-coding
b1641	slyB	ECK1637	protein-coding
b1761	gdhA	ECK1759	protein-coding
b0502	ylbG	ECK0495	protein-coding
b2325	yfcL	ECK2319	protein-coding
b2330	prmB	ECK2324|yfcB	protein-coding
b1638	pdxH	ECK1634	protein-coding
b2326	epmC	ECK2320|yfcM	protein-coding
b2327	yfcA	ECK2321	protein-coding
b0190	yaeQ	ECK0190	protein-coding
b1640	anmK	ECK1636|ydhH	protein-coding
b1639	mliC	ECK1635|ydhA	protein-coding
b2328	mepA	ECK2322	protein-coding
b2208	napF	ECK2200|yojG	protein-coding
b2329	aroC	ECK2323	protein-coding
b2340	sixA	ECK2334|yfcW	protein-coding
b4288	fecD	ECK4278	protein-coding
b2402	valX	ECK2396|valU-beta|valUbeta	tRNA
b2335	yfcR	ECK2329	protein-coding
b2345	yfdF	ECK2339	protein-coding
b2344	fadL	ECK2338|ttr	protein-coding
b2349	intS	ECK2343|intC|yfdB	protein-coding
b2352	yfdI	ECK2346|gtrIV|gtrS	protein-coding
b2850	ygeF	ECK2848	pseudo
b2401	valU	ECK2395|valUalpha	tRNA
b2353	tfaS	ECK2347|yfdJ	pseudo
b1612	fumA	ECK1607	protein-coding
b2360	yfdQ	ECK2354	protein-coding
b2466	ypfG	ECK2461	protein-coding
b4297	yjhG	ECK4286	protein-coding
b4300	sgcR	ECK4289|yjhJ	protein-coding
b1919	dcyD	ECK1918|yedO	protein-coding
b3014	yqhH	ECK3006	protein-coding
b1921	fliZ	ECK1920|yedH	protein-coding
b2361	yfdR	ECK2355	protein-coding
b2367	emrY	ECK2363	protein-coding
b2363	yfdT	ECK2357	protein-coding
b2366	dsdA	ECK2362	protein-coding
b4290	fecB	ECK4280	protein-coding
b4293	fecI	ECK4283	protein-coding
b2368	emrK	ECK2364	protein-coding
b2369	evgA	ECK2365	protein-coding
b2374	frc	ECK2370|yfdW	protein-coding
b4311	nanC	ECK4302|yjhA	protein-coding
b2370	evgS	ECK2366	protein-coding
b2373	oxc	ECK2369|yfdU	protein-coding
b0250	ykfB	ECK0252	protein-coding
b2378	lpxP	ECK2374|ddg	protein-coding
b2384	ypdE	ECK2380	protein-coding
b4304	sgcC	ECK4293|yjhN	protein-coding
b2379	alaC	ECK2375|yfdZ	protein-coding
b4306	yjhP	ECK4296	protein-coding
b2383	fryA	ECK2379|ypdD	protein-coding
b2385	ypdF	ECK2381	protein-coding
b2389	yfeO	ECK2385	protein-coding
b2390	ypeC	ECK2386	protein-coding
b2382	ypdC	ECK2378	protein-coding
b2398	yfeC	ECK2392	protein-coding
b2388	glk	ECK2384	protein-coding
b2396	alaX	ECK2390|alaWbeta	tRNA
b2397	alaW	ECK2391|alaWalpha	tRNA
b2929	fumE	ECK2925|yggD	protein-coding
b2405	xapR	ECK2399|pRndR|pndR|yfeB	protein-coding
b2395	pdeA	ECK2389|yfeA	protein-coding
b2399	yfeD	ECK2393	protein-coding
b2404	lysV	ECK2398|supN	tRNA
b2190	yejO	ECK2184	pseudo
b2406	xapB	ECK2400	protein-coding
b2412	zipA	ECK2407	protein-coding
b2403	valY	ECK2397|valUgamma	tRNA
b1257	yciE	ECK1251	protein-coding
b2408	yfeN	ECK2402	protein-coding
b2409	yfeR	ECK2403	protein-coding
b2410	yfeH	ECK2404	protein-coding
b2413	cysZ	ECK2408	protein-coding
b2419	yfeK	ECK2414	protein-coding
b2414	cysK	ECK2409|ssi5	protein-coding
b2407	xapA	ECK2401|pndA	protein-coding
b2416	ptsI	ECK2411|ctr	protein-coding
b2417	crr	ECK2412|gsr|iex|tgs|treD	protein-coding
b2418	pdxK	ECK2413|pdxL|yfeI	protein-coding
b2424	cysU	ECK2419|cysT	protein-coding
b2425	cysP	ECK2420	protein-coding
b0377	sbmA	ECK0372	protein-coding
b2411	ligA	ECK2406|dnaL|lig|lop|pdeC	protein-coding
b2415	ptsH	ECK2410|ctr|hpr	protein-coding
b2420	yfeS	ECK2415	protein-coding
b2421	cysM	ECK2416	protein-coding
b2422	cysA	ECK2417	protein-coding
b0153	fhuB	ECK0152	protein-coding
b0335	prpE	ECK0332|yahU	protein-coding
b0154	hemL	ECK0153|gsa|popC	protein-coding
b2428	murQ	ECK2423|yfeU	protein-coding
b2429	murP	ECK2424|yfeV	protein-coding
b2393	nupC	ECK2388|cru	protein-coding
b2394	insL3	ECK0016|yi81-3	protein-coding
b0430	cyoC	ECK0424	protein-coding
b2426	ucpA	ECK2421|yfeF	protein-coding
b2392	mntH	ECK2387|mntA|yfeP	protein-coding
b0373	insE2	ECK0298	protein-coding
b0375	iprA	ECK0370|yaiV	protein-coding
b0419	yajO	ECK0413	protein-coding
b0376	ampH	ECK0371|yaiH	protein-coding
b2805	fucR	ECK2800	protein-coding
b2400	gltX	ECK2394|gltM|gluRS	protein-coding
b2430	yfeW	ECK2425	protein-coding
b2436	hemF	ECK2431|popB|sec	protein-coding
b1930	yedF	ECK1929	protein-coding
b1066	rimJ	ECK1051|tcp	protein-coding
b2437	eutR	ECK2432|yfeG	protein-coding
b2438	eutK	ECK2433|yffI	protein-coding
b2431	yfeX	ECK2426	protein-coding
b2439	eutL	ECK2434|yffJ	protein-coding
b3551	bisC	ECK3538	protein-coding
b2435	amiA	ECK2430|yfeE	protein-coding
b2434	ypeA	ECK2429	protein-coding
b2433	yfeZ	ECK2428	protein-coding
b2432	yfeY	ECK2427	protein-coding
b1065	mdtH	ECK1050|yceL	protein-coding
b2444	yffM	ECK2439	protein-coding
b2443	yffL	ECK2438	protein-coding
b2442	intZ	ECK2437	protein-coding
b2441	eutB	ECK2436	protein-coding
b2440	eutC	ECK2435	protein-coding
b1064	grxB	ECK1049	protein-coding
b2448	yffQ	ECK2443	protein-coding
b2447	yffP	ECK2442	protein-coding
b2446	yffO	ECK2441	protein-coding
b2445	yffN	ECK2440	protein-coding
b2449	yffR	ECK2444	protein-coding
b2450	yffS	ECK2445	protein-coding
b2461	eutP	ECK2456|ypfD	protein-coding
b0940	elfC	ECK0931|ycbS	protein-coding
b2460	eutQ	ECK2455|ypfC	protein-coding
b2462	eutS	ECK2457|ypfE	protein-coding
b2451	eutA	ECK2446|yffT	protein-coding
b0655	gltI	ECK0648|ybeJ|yzzK	protein-coding
b2459	eutT	ECK2454|ypfB	protein-coding
b2458	eutD	ECK2453|eutI|ypfA	protein-coding
b3637	rpmB	ECK3627	protein-coding
b2457	eutM	ECK2452|cchA|yffZ	protein-coding
b2455	eutE	ECK2450|yffX	protein-coding
b1047	opgC	ECK1033|mdoC|ymdD	protein-coding
b2456	eutN	ECK2451|cchB|yffY	protein-coding
b1740	nadE	ECK1738|efg|ntrL	protein-coding
b2463	maeB	ECK2458|ypfF	protein-coding
b2469	narQ	ECK2464	protein-coding
b2480	bcp	ECK2476	protein-coding
b2479	gcvR	ECK2475|yffD	protein-coding
b0991	ymcE	ECK0981	protein-coding
b2478	dapA	ECK2474	protein-coding
b2471	yffB	ECK2466	protein-coding
b2477	bamC	ECK2473|dapX|nlpB	protein-coding
b0214	rnhA	ECK0214|cer|dasF|herA|rnh|sdrA|sin	protein-coding
b2475	ypfJ	ECK2471	protein-coding
b2476	purC	ECK2472|ade|ade(g)	protein-coding
b1457	ydcD	ECK1451	protein-coding
b2481	hyfA	ECK2477|yffE	protein-coding
b1647	ydhF	ECK1643	protein-coding
b2482	hyfB	ECK2478|yffF	protein-coding
b2486	hyfF	ECK2482	protein-coding
b1178	pliG	ECK1166|ycgK	protein-coding
b2487	hyfG	ECK2483	protein-coding
b2488	hyfH	ECK2484	protein-coding
b2489	hyfI	ECK2485	protein-coding
b0364	yaiS	ECK0361	protein-coding
b2503	pdeF	ECK2499|yfgF	protein-coding
b0526	cysS	ECK0519|syc	protein-coding
b2502	ppx	ECK2498	protein-coding
b2501	ppk	ECK2497	protein-coding
b0952	pqiC	ECK0943|ymbA	protein-coding
b2500	purN	ECK2496|ade|ade(c)	protein-coding
b2495	yfgD	ECK2491	protein-coding
b2499	purM	ECK2495|purG|purI	protein-coding
b1345	intR	ECK1342|ydaP	protein-coding
b2496	hda	ECK2492|idaB|yfgE	protein-coding
b2497	uraA	ECK2493	protein-coding
b2498	upp	ECK2494|uraP	protein-coding
b2504	yfgG	ECK2500	protein-coding
b2513	yfgM	ECK2509	protein-coding
b2512	bamB	ECK2508|yfgL	protein-coding
b2511	der	ECK2507|engA|yfgK	protein-coding
b2510	yfgJ	ECK2506	protein-coding
b2508	guaB	ECK2504|guaR	protein-coding
b2851	ygeG	ECK2849	protein-coding
b1045	ymdB	ECK1031	protein-coding
b2509	xseA	ECK2505|xse	protein-coding
b2514	hisS	ECK2510	protein-coding
b0490	fetA	ECK0484|ybbL	protein-coding
b2515	ispG	ECK2511|gcpE	protein-coding
b2516	rodZ	ECK2512|yfgA	protein-coding
b2521	sseA	ECK2517|mstA	protein-coding
b2522	sseB	ECK2519	protein-coding
b2527	hscB	ECK2524|yfhE	protein-coding
b1079	flgH	ECK1064|flaY	protein-coding
b2539	hcaF	ECK2536|digB|hcaA|hcaA2|hcaB|phdC2|yfhV	protein-coding
b2538	hcaE	ECK2535|digA|hcaA|hcaA1|phdC1|yfhU	protein-coding
b2528	iscA	ECK2525|yfhF	protein-coding
b2537	hcaR	ECK2534|phdR|yfhT	protein-coding
b0960	yccS	ECK0951	protein-coding
b2529	iscU	ECK2526|nifU|yfhN	protein-coding
b1300	puuC	ECK1295|aldH	protein-coding
b2530	iscS	ECK2527|nuvC|yfhO|yzzO	protein-coding
b0708	phr	ECK0697|phrB	protein-coding
b2464	talA	ECK2459	protein-coding
b2536	hcaT	ECK2533|yfhS	protein-coding
b0620	dpiA	ECK0613|citB|criR|mpdA	protein-coding
b2535	csiE	ECK2532|csi-16	protein-coding
b2555	qseG	ECK2552|yfhG	protein-coding
b2742	nlpD	ECK2737	protein-coding
b2871	ygeX	ECK2867	protein-coding
b2556	glrK	ECK2553|qseE|yfhK|yfhZ	protein-coding
b1839	yebY	ECK1840	protein-coding
b2540	hcaC	ECK2537|hcaa3|phdB|yfhW	protein-coding
b2553	glnB	ECK2550	protein-coding
b2544	yphB	ECK2541	protein-coding
b2552	hmp	ECK2549|fsrB|hmpA	protein-coding
b2545	yphC	ECK2542	protein-coding
b2548	yphF	ECK2545	protein-coding
b2549	yphG	ECK2546	protein-coding
b2551	glyA	ECK2548	protein-coding
b2550	yphH	ECK2547	protein-coding
b0623	cspE	ECK0616|gicA|msmC	protein-coding
b2968	yghD	ECK2963|ecfC	protein-coding
b2560	pgpC	ECK2558|yfhB	protein-coding
b2559	tadA	ECK2557|yfhC	protein-coding
b2558	mltF	ECK2556|yfhD	protein-coding
b2494	bepA	ECK2490|yfgC	protein-coding
b2561	yfhH	ECK2559	protein-coding
b2562	yfhL	ECK2560	protein-coding
b2557	purL	ECK2555|purI	protein-coding
b2567	rnc	ECK2565	protein-coding
b0444	queC	ECK0438|ybaX	protein-coding
b3040	zupT	ECK3031|ygiE	protein-coding
b2566	era	ECK2564|rbaA|sdgE	protein-coding
b2563	acpS	ECK2561|dpj	protein-coding
b2565	recO	ECK2563	protein-coding
b2564	pdxJ	ECK2562	protein-coding
b2568	lepB	ECK2566|lep	protein-coding
b2034	wbbI	ECK2028|yefG	protein-coding
b2554	glrR	ECK2551|qseF|yfhA	protein-coding
b0435	bolA	ECK0429	protein-coding
b0163	yaeH	ECK0162	protein-coding
b0813	rhtA	ECK0802|ybiF	protein-coding
b2575	yfiC	ECK2573|trmM	protein-coding
b2720	hycF	ECK2715|hevF	protein-coding
b2574	nadB	ECK2572|nic|nicB	protein-coding
b2573	rpoE	ECK2571|sigE	protein-coding
b2569	lepA	ECK2567	protein-coding
b2570	rseC	ECK2568	protein-coding
b2572	rseA	ECK2570|mclA|yfiJ	protein-coding
b2571	rseB	ECK2569	protein-coding
b2576	srmB	ECK2574|rbaB|rhlA	protein-coding
b2584	patZ	ECK2582|pka|yfiQ	protein-coding
b2583	tapT	ECK2581|tuaA|yfiP	protein-coding
b1282	yciH	ECK1277	protein-coding
b2585	pssA	ECK2583|pss	protein-coding
b2586	yfiM	ECK2584	protein-coding
b2582	trxC	ECK2580|yfiG	protein-coding
b0503	selU	ECK0496|mnmH|ybbB	protein-coding
b2577	yfiE	ECK2575	protein-coding
b2578	eamB	ECK2576|yfiK	protein-coding
b2581	yfiF	ECK2579	protein-coding
b2580	ung	ECK2578	protein-coding
b2579	grcA	ECK2577|yfiD	protein-coding
b2587	kgtP	ECK2585|witA	protein-coding
b2588	rrfG	ECK2586	rRNA
b2591	rrsG	ECK2589	rRNA
b2467	nudK	ECK2462|yffH	protein-coding
b0263	afuB	ECK0265|fbpB	pseudo
b1777	yeaC	ECK1775	protein-coding
b0705	ybfL	ECK0694	pseudo
b2590	gltW	ECK2588	tRNA
b2592	clpB	ECK2590|htpM	protein-coding
b1840	yebZ	ECK1841	protein-coding
b0535	fimZ	ECK0528|ybcA	protein-coding
b2598	pheL	ECK2595|pheAE	protein-coding
b2599	pheA	ECK2596	protein-coding
b4322	uxuA	ECK4313	protein-coding
b0481	ybaK	ECK0475	protein-coding
b2601	aroF	ECK2598	protein-coding
b2595	bamD	ECK2593|ecfD|yfiO	protein-coding
b2594	rluD	ECK2592|sfhB|yfiI	protein-coding
b2711	norW	ECK2706|ygaL|ygbD	protein-coding
b2593	yfiH	ECK2591|pgeF	protein-coding
b2603	yfiR	ECK2600	protein-coding
b2604	dgcN	ECK2601|yfiN	protein-coding
b2615	nadK	ECK2611|yfjB|yfjE	protein-coding
b2206	napA	ECK2198|yojC|yojD|yojE	protein-coding
b2605	yfiB	ECK2602	protein-coding
b2080	yegP	ECK2076	protein-coding
b2606	rplS	ECK2603	protein-coding
b2614	grpE	ECK2610	protein-coding
b2611	ypjD	ECK2608	protein-coding
b2607	trmD	ECK2604	protein-coding
b2608	rimM	ECK2605|yfjA	protein-coding
b2610	ffh	ECK2607	protein-coding
b2609	rpsP	ECK2606	protein-coding
b1620	malI	ECK1615	protein-coding
b2616	recN	ECK2612|radB	protein-coding
b2602	yfiL	ECK2599	protein-coding
b2630	rnlA	ECK2626|std|yfjN	protein-coding
b2629	yfjM	ECK2625	protein-coding
b4266	idnO	ECK4259|yjgU	protein-coding
b2628	abpA	ECK2624|yfjL	protein-coding
b2627	abpB	ECK2623|yfjK	protein-coding
b2626	yfjJ	ECK2622	protein-coding
b2631	rnlB	ECK2627|yfjO	protein-coding
b2105	rcnR	ECK2098|yohL	protein-coding
b2600	tyrA	ECK2597	protein-coding
b2866	xdhA	ECK2862|ygeS	protein-coding
b2040	rfbD	ECK2034|rmlD	protein-coding
b0492	cnoX	ECK0486|ybbN	protein-coding
b3073	patA	ECK3063|oat|pat|ygjG	protein-coding
b1281	pyrF	ECK1276	protein-coding
b1633	nth	ECK1629	protein-coding
b2645	yfjZ	ECK2642|lfgD	protein-coding
b2632	yfjP	ECK2628	protein-coding
b2644	lfgB	ECK2640|yfjY	protein-coding
b2643	lfgA	ECK2639|yfjX	protein-coding
b2633	yfjQ	ECK2629	protein-coding
b2642	yfjW	ECK2638	protein-coding
b2597	raiA	ECK2594|pY|urf1|yfiA	protein-coding
b2669	stpA	ECK2663|hnsB	protein-coding
b2646	ypjF	ECK2643|lfgE	protein-coding
b1529	marC	ECK1522|ydeB|ydeC	protein-coding
b1258	yciF	ECK1252	protein-coding
b0319	yahE	ECK0317	protein-coding
b2668	ygaP	ECK2662	protein-coding
b2667	ygaV	ECK2661	protein-coding
b3549	tag	ECK3536|tagA	protein-coding
b2666	yqaE	ECK2660	protein-coding
b0161	degP	ECK0160|htrA|ptd	protein-coding
b3020	ygiS	ECK3011	protein-coding
b0874	lysO	ECK0865|ybjE	protein-coding
b3965	trmA	ECK3957|rT|rumT	protein-coding
b2665	kbp	ECK2659|ygaU|yzzM	protein-coding
b2678	proW	ECK2672|osrA|proU	protein-coding
b2670	alaE	ECK2664|ygaW	protein-coding
b2677	proV	ECK2671|osrA|proU	protein-coding
b2676	nrdF	ECK2670|ygaD	protein-coding
b2691	argQ	ECK2686|argVdelta	tRNA
b2790	yqcA	ECK2784	protein-coding
b2519	pbpC	ECK2515|yfgN	protein-coding
b1343	dbpA	ECK1340|rhlC	protein-coding
b2715	ascF	ECK2710|sac	protein-coding
b2675	nrdE	ECK2669	protein-coding
b2671	ygaC	ECK2665	protein-coding
b2672	ygaM	ECK2666	protein-coding
b2674	nrdI	ECK2668|ygaO	protein-coding
b2070	yegI	ECK2064	protein-coding
b2525	fdx	ECK2522	protein-coding
b2673	nrdH	ECK2667|ygaN	protein-coding
b0537	intD	ECK0530|int	protein-coding
b2652	ileY	ECK2648	tRNA
